accession	ncbi_taxonomy
BK062275.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Amalgaviridae; Amalgavirus
BK013662.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Pipunevirus; Pipunevirus borborovicinum
KF812526.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Dichorhavirus; Dichorhavirus coffeae
MK521918.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Sapelovirus
FJ872827.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Sprivivirus
BK013435.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Gredihovirus; Gredihovirus arvivicinum
BK013468.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Gredihovirus; Gredihovirus neoagrivivens
EF375551.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Virgaviridae; Tobamovirus
MN787041.1	Viruses; Riboviria
AY437609.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
OK317696.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Victorivirus
MT348707.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales
JQ069885.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
AB620105.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus
KP882739.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
LC637854.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
DQ211612.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; Orthonairovirus parahaemorrhagiae
MW014292.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Alphanucleorhabdovirus; Alphanucleorhabdovirus joa
AB920778.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
AB541299.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
FJ905105.2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Lyssavirus
BK013532.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Bahnicevirus; Bahnicevirus solivicinum
KM817641.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Lispiviridae; Ganiavirus; Ganiavirus tachengense
KP792741.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; Orthonairovirus keterehense
JQ069882.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
OL472140.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
KX611385.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus anhangaense
M16576.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Virgaviridae; Hordeivirus
MH395371.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Arepavirus
BK013995.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Caloevirus; Caloevirus humivivens
AY485277.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
AB447458.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KR705256.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AF195000.2	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Tymoviridae; Tymovirus; Tymovirus chayotis
AY237415.2	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KX884480.1	Viruses; Riboviria
KX884150.1	Viruses; Riboviria
MZ209655.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Dicistroviridae
MN611632.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Ourmiavirus
DQ146638.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KT695049.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
BK010736.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Unuamitovirus; Unuamitovirus enmu8
KX100132.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus shermanense
BK062304.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Amalgaviridae; Amalgavirus
HE795093.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus peachesterense
KJ412677.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
GQ414540.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
MK279486.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Mitovirus
GQ249161.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Kobuvirus; Aichivirus C
KX884418.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Lispiviridae; Damravirus; Damravirus dentatis
HG763861.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Tospoviridae; Orthotospovirus; Orthotospovirus hippeflavi
AB972496.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KJ196290.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KX778538.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KM817656.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Sigmavirus; Sigmavirus hippoboscid
JN572071.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus sororocaense
LC001943.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
KC443532.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
FJ483838.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Emesvirus; Emesvirus japonicum
FJ938065.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Betacoronavirus 1
JX027965.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
OL472119.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betarhabdovirinae; Betanucleorhabdovirus
KX883682.1	Viruses; Riboviria
MK050791.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus
MW491753.2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Sunrhavirus; Sunrhavirus boteke
GQ244431.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae; Procedovirinae; Alphacarmovirus; Alphacarmovirus calibrachoae
ON125131.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae
KT325853.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Kodimesavirinae; Kobuvirus; Aichivirus E
AB193726.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Marnaviridae; Labyrnavirus
KC443543.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KX883384.1	Viruses; Riboviria
KX883992.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Chunqiuviricetes; Muvirales; Qinviridae; Yingvirus; Yingvirus hubeiense
OK210078.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae
KC443686.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
EF488741.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
BK013484.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Molucevirus; Molucevirus geoadaptatum
AB818898.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Hepelivirales; Benyviridae; Benyvirus
BK013479.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Gredihovirus; Gredihovirus pedohabitans
KF387521.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; Bluetongue virus
KC409273.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KM252789.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus
KJ958896.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Hapavirus
AF079780.2	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Narmovirus; Narmovirus tupaiae
JN258783.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AF283103.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Ampelovirus
OL472188.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Dicistroviridae
EU391643.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Recovirus; Recovirus A
MG546516.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae
AB541272.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
FJ355930.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; St-Valerien swine virus
KX883235.1	Viruses; Riboviria
Z25771.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 1
CY037373.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
MH539865.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus
MK279442.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
JQ065048.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Deltacoronavirus; Andecovirus
MZ680332.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae
MN661021.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phasmaviridae; Orthophasmavirus; Orthophasmavirus coredoense
KX883769.1	Viruses; Riboviria
KX883539.1	Viruses; Riboviria
OQ300509.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae
EF646763.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus
KX883255.1	Viruses; Riboviria
HQ595340.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae
BK014316.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae
LT909540.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Lyssavirus
OK524194.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Yadokarivirales; Yadokariviridae
KM817654.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Ledantevirus; Ledantevirus wuhan
KJ559226.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KX884512.1	Viruses; Riboviria
KJ820869.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
JF896465.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
LT898426.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus; Pedacovirus
JQ941707.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Ephemerovirus
MW314717.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betahymrhavirus; Betahymrhavirus austriaca
KC175373.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
HM543465.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus
MN627486.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Deltaflexiviridae; Deltaflexivirus
KT950836.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Betachrysovirus; Betachrysovirus secupenicillii
KJ412564.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
LN827955.2	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Botoulivirus; Botrytis botoulivirus
KC844047.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Hepacivirus hominis
MT153466.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Betapaprhavirus; Betapaprhavirus sylvina
MZ209725.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae
MH745161.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Mesnidovirineae; Mesoniviridae; Hexponivirinae; Alphamesonivirus; Namcalivirus; Alphamesonivirus 1
LC123451.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Gammainfluenzavirus; Gammainfluenzavirus influenzae
KU950715.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Mobatvirus; Mobatvirus quezonense
MF927925.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Betaflexiviridae; Trivirinae; Vitivirus
KJ473822.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus; Tylonycteris bat coronavirus HKU4
MZ202272.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phasmaviridae; Jonvirus
KT920805.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AY518894.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus; Setracovirus; Human coronavirus NL63
KX883402.1	Viruses; Riboviria
MZ209762.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae
MH978189.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Polerovirus
MN265368.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Alphaflexiviridae; Potexvirus
AM157175.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus; Plum pox virus
KR705157.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MZ679781.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae
KU243525.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
KR705146.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KT328593.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus guertuense
DQ859066.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus jugraense
LC215875.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Sapovirus; Sapporo virus
HM773612.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MN611582.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Ourmiavirus
AB541222.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
CY038309.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
KT919646.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
DQ092795.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus F
